q1,q2,q3,U_kin,U_pot,time
-0.011229,0.032311,0.028917,0.028363,0.143281,0.023000
-0.011347,0.032186,0.029161,0.028366,0.143973,0.023050
-0.011459,0.032053,0.029406,0.028409,0.144619,0.023100
-0.011564,0.031913,0.029651,0.028492,0.145220,0.023150
-0.011663,0.031767,0.029896,0.028614,0.145777,0.023200
-0.011756,0.031614,0.030142,0.028773,0.146290,0.023250
-0.011841,0.031454,0.030388,0.028968,0.146762,0.023300
-0.011921,0.031287,0.030634,0.029198,0.147192,0.023350
-0.011993,0.031113,0.030880,0.029462,0.147583,0.023400
-0.012060,0.030934,0.031126,0.029758,0.147936,0.023450
-0.012120,0.030747,0.031372,0.030085,0.148251,0.023500
-0.012173,0.030555,0.031618,0.030442,0.148531,0.023550
-0.012220,0.030356,0.031864,0.030828,0.148777,0.023600
-0.012260,0.030150,0.032110,0.031240,0.148991,0.023650
-0.012294,0.029939,0.032355,0.031678,0.149174,0.023700
-0.012322,0.029722,0.032600,0.032139,0.149327,0.023750
-0.012344,0.029499,0.032845,0.032623,0.149454,0.023800
-0.012359,0.029270,0.033089,0.033127,0.149554,0.023850
-0.012368,0.029035,0.033332,0.033650,0.149630,0.023900
-0.012370,0.028795,0.033575,0.034191,0.149684,0.023950
-0.012367,0.028549,0.033817,0.034747,0.149718,0.024000
-0.012357,0.028298,0.034059,0.035318,0.149733,0.024050
-0.012341,0.028042,0.034299,0.035900,0.149731,0.024100
-0.012319,0.027781,0.034539,0.036494,0.149714,0.024150
-0.012291,0.027514,0.034777,0.037097,0.149684,0.024200
-0.012257,0.027243,0.035015,0.037706,0.149642,0.024250
-0.012217,0.026967,0.035251,0.038322,0.149591,0.024300
-0.012172,0.026686,0.035486,0.038941,0.149533,0.024350
-0.012120,0.026401,0.035719,0.039563,0.149468,0.024400
-0.012063,0.026111,0.035952,0.040186,0.149400,0.024450
-0.011999,0.025817,0.036182,0.040807,0.149330,0.024500
-0.011930,0.025519,0.036412,0.041426,0.149259,0.024550
-0.011856,0.025217,0.036639,0.042041,0.149189,0.024600
-0.011776,0.024911,0.036865,0.042650,0.149122,0.024650
-0.011690,0.024601,0.037089,0.043252,0.149060,0.024700
-0.011599,0.024288,0.037311,0.043845,0.149004,0.024750
-0.011502,0.023971,0.037532,0.044429,0.148956,0.024800
-0.011401,0.023651,0.037750,0.045000,0.148917,0.024850
-0.011294,0.023328,0.037966,0.045558,0.148889,0.024900
-0.011181,0.023002,0.038180,0.046103,0.148874,0.024950
-0.011064,0.022672,0.038391,0.046631,0.148872,0.025000
-0.010941,0.022341,0.038600,0.047143,0.148885,0.025050
-0.010814,0.022006,0.038807,0.047637,0.148914,0.025100
-0.010681,0.021670,0.039011,0.048111,0.148961,0.025150
-0.010544,0.021331,0.039213,0.048566,0.149025,0.025200
-0.010401,0.020990,0.039412,0.048999,0.149110,0.025250
-0.010255,0.020646,0.039608,0.049410,0.149215,0.025300
-0.010103,0.020302,0.039801,0.049798,0.149341,0.025350
-0.009947,0.019955,0.039992,0.050162,0.149489,0.025400
-0.009786,0.019607,0.040179,0.050502,0.149660,0.025450
-0.009621,0.019258,0.040363,0.050816,0.149855,0.025500
-0.009452,0.018907,0.040544,0.051104,0.150073,0.025550
-0.009278,0.018556,0.040722,0.051366,0.150317,0.025600
-0.009100,0.018204,0.040897,0.051601,0.150584,0.025650
-0.008918,0.017850,0.041068,0.051808,0.150878,0.025700
-0.008732,0.017497,0.041235,0.051987,0.151196,0.025750
-0.008542,0.017143,0.041399,0.052139,0.151540,0.025800
-0.008348,0.016789,0.041559,0.052262,0.151909,0.025850
-0.008151,0.016435,0.041716,0.052357,0.152304,0.025900
-0.007949,0.016080,0.041869,0.052424,0.152724,0.025950
-0.007744,0.015727,0.042018,0.052462,0.153170,0.026000
-0.007536,0.015373,0.042163,0.052472,0.153639,0.026050
-0.007324,0.015020,0.042304,0.052454,0.154133,0.026100
-0.007109,0.014668,0.042440,0.052407,0.154651,0.026150
-0.006890,0.014317,0.042573,0.052334,0.155192,0.026200
-0.006668,0.013967,0.042701,0.052233,0.155755,0.026250
-0.006443,0.013618,0.042825,0.052106,0.156340,0.026300
-0.006215,0.013270,0.042945,0.051952,0.156945,0.026350
-0.005985,0.012924,0.043060,0.051773,0.157571,0.026400
-0.005751,0.012580,0.043171,0.051569,0.158215,0.026450
-0.005514,0.012238,0.043277,0.051341,0.158877,0.026500
-0.005275,0.011897,0.043378,0.051089,0.159555,0.026550
-0.005034,0.011559,0.043475,0.050815,0.160249,0.026600
-0.004789,0.011223,0.043567,0.050520,0.160956,0.026650
-0.004543,0.010889,0.043654,0.050203,0.161676,0.026700
-0.004294,0.010558,0.043736,0.049868,0.162407,0.026750
-0.004043,0.010230,0.043813,0.049513,0.163147,0.026800
-0.003789,0.009905,0.043885,0.049142,0.163895,0.026850
-0.003534,0.009583,0.043951,0.048754,0.164649,0.026900
-0.003277,0.009264,0.044013,0.048351,0.165408,0.026950
-0.003017,0.008948,0.044069,0.047935,0.166169,0.027000
-0.002756,0.008636,0.044121,0.047506,0.166932,0.027050
-0.002494,0.008327,0.044166,0.047066,0.167693,0.027100
-0.002229,0.008022,0.044207,0.046617,0.168452,0.027150
-0.001963,0.007722,0.044242,0.046160,0.169205,0.027200
-0.001696,0.007425,0.044271,0.045696,0.169952,0.027250
-0.001427,0.007132,0.044295,0.045227,0.170690,0.027300
-0.001157,0.006844,0.044313,0.044755,0.171418,0.027350
-0.000886,0.006560,0.044326,0.044280,0.172132,0.027400
-0.000614,0.006280,0.044333,0.043805,0.172832,0.027450
-0.000340,0.006006,0.044334,0.043331,0.173514,0.027500
-0.000066,0.005736,0.044330,0.042860,0.174178,0.027550
0.000209,0.005471,0.044320,0.042393,0.174820,0.027600
0.000486,0.005211,0.044303,0.041932,0.175439,0.027650
0.000762,0.004956,0.044281,0.041478,0.176033,0.027700
0.001040,0.004707,0.044253,0.041033,0.176599,0.027750
0.001318,0.004463,0.044219,0.040599,0.177136,0.027800
0.001596,0.004225,0.044179,0.040178,0.177642,0.027850
0.001875,0.003992,0.044134,0.039770,0.178114,0.027900
0.002154,0.003765,0.044082,0.039378,0.178551,0.027950
0.002433,0.003543,0.044023,0.039002,0.178950,0.028000
0.002713,0.003328,0.043959,0.038645,0.179310,0.028050
0.002992,0.003119,0.043889,0.038308,0.179628,0.028100
0.003272,0.002915,0.043813,0.037993,0.179904,0.028150
0.003552,0.002718,0.043730,0.037700,0.180135,0.028200
0.003831,0.002528,0.043641,0.037432,0.180319,0.028250
0.004110,0.002343,0.043546,0.037190,0.180455,0.028300
0.004389,0.002165,0.043445,0.036974,0.180541,0.028350
0.004668,0.001994,0.043338,0.036787,0.180576,0.028400
0.004946,0.001829,0.043224,0.036629,0.180558,0.028450
0.005224,0.001671,0.043105,0.036502,0.180486,0.028500
0.005501,0.001520,0.042979,0.036407,0.180358,0.028550
0.005778,0.001376,0.042846,0.036345,0.180173,0.028600
0.006054,0.001238,0.042708,0.036317,0.179930,0.028650
0.006329,0.001108,0.042563,0.036324,0.179628,0.028700
0.006604,0.000984,0.042412,0.036367,0.179266,0.028750
0.006877,0.000868,0.042255,0.036446,0.178843,0.028800
0.007150,0.000759,0.042091,0.036563,0.178358,0.028850
0.007422,0.000657,0.041921,0.036718,0.177810,0.028900
0.007693,0.000562,0.041746,0.036912,0.177199,0.028950
0.007962,0.000474,0.041563,0.037145,0.176525,0.029000
0.008231,0.000394,0.041375,0.037419,0.175786,0.029050
0.008498,0.000321,0.041181,0.037732,0.174983,0.029100
0.008764,0.000256,0.040980,0.038087,0.174115,0.029150
0.009029,0.000198,0.040773,0.038482,0.173182,0.029200
0.009293,0.000147,0.040560,0.038918,0.172185,0.029250
0.009555,0.000104,0.040341,0.039396,0.171123,0.029300
0.009816,0.000068,0.040116,0.039915,0.169996,0.029350
0.010075,0.000040,0.039885,0.040475,0.168806,0.029400
0.010333,0.000019,0.039648,0.041077,0.167551,0.029450
0.010589,0.000006,0.039405,0.041719,0.166234,0.029500
0.010843,0.000000,0.039156,0.042402,0.164854,0.029550
0.011096,0.000002,0.038901,0.043125,0.163412,0.029600
0.011348,0.000012,0.038641,0.043888,0.161910,0.029650
0.011597,0.000028,0.038374,0.044690,0.160347,0.029700
0.011845,0.000053,0.038102,0.045531,0.158727,0.029750
0.012091,0.000085,0.037824,0.046410,0.157048,0.029800
0.012336,0.000124,0.037540,0.047326,0.155313,0.029850
0.012578,0.000171,0.037251,0.048278,0.153524,0.029900
0.012819,0.000226,0.036956,0.049266,0.151682,0.029950
0.013057,0.000287,0.036656,0.050289,0.149788,0.030000
0.013294,0.000356,0.036350,0.051344,0.147844,0.030050
0.013529,0.000433,0.036038,0.052432,0.145852,0.030100
0.013762,0.000517,0.035722,0.053551,0.143814,0.030150
0.013992,0.000608,0.035400,0.054700,0.141732,0.030200
0.014221,0.000707,0.035072,0.055877,0.139608,0.030250
0.014448,0.000812,0.034740,0.057081,0.137444,0.030300
0.014673,0.000925,0.034402,0.058310,0.135243,0.030350
0.014895,0.001045,0.034060,0.059564,0.133006,0.030400
0.015116,0.001172,0.033712,0.060839,0.130738,0.030450
0.015334,0.001306,0.033360,0.062136,0.128439,0.030500
0.015551,0.001447,0.033003,0.063451,0.126112,0.030550
0.015765,0.001595,0.032640,0.064783,0.123761,0.030600
0.015977,0.001749,0.032274,0.066131,0.121387,0.030650
0.016187,0.001910,0.031903,0.067492,0.118995,0.030700
0.016395,0.002078,0.031527,0.068865,0.116585,0.030750
0.016600,0.002253,0.031146,0.070248,0.114162,0.030800
0.016804,0.002434,0.030762,0.071638,0.111729,0.030850
0.017005,0.002622,0.030373,0.073034,0.109288,0.030900
0.017204,0.002816,0.029980,0.074434,0.106842,0.030950
0.017401,0.003016,0.029583,0.075835,0.104394,0.031000
0.017596,0.003222,0.029182,0.077235,0.101948,0.031050
0.017789,0.003434,0.028777,0.078634,0.099506,0.031100
0.017979,0.003653,0.028368,0.080027,0.097073,0.031150
0.018168,0.003877,0.027955,0.081413,0.094650,0.031200
0.018354,0.004107,0.027539,0.082791,0.092240,0.031250
0.018538,0.004343,0.027119,0.084157,0.089848,0.031300
0.018720,0.004584,0.026696,0.085510,0.087477,0.031350
0.018900,0.004830,0.026270,0.086848,0.085128,0.031400
0.019077,0.005083,0.025840,0.088168,0.082807,0.031450
0.019253,0.005340,0.025407,0.089468,0.080514,0.031500
0.019426,0.005602,0.024971,0.090747,0.078255,0.031550
0.019598,0.005870,0.024533,0.092002,0.076031,0.031600
0.019767,0.006142,0.024091,0.093230,0.073846,0.031650
0.019934,0.006419,0.023647,0.094431,0.071703,0.031700
0.020100,0.006701,0.023200,0.095601,0.069605,0.031750
0.020263,0.006987,0.022750,0.096740,0.067554,0.031800
0.020424,0.007277,0.022299,0.097845,0.065554,0.031850
0.020583,0.007572,0.021845,0.098913,0.063607,0.031900
0.020741,0.007871,0.021389,0.099944,0.061716,0.031950
0.020896,0.008174,0.020930,0.100935,0.059884,0.032000
0.021049,0.008480,0.020470,0.101885,0.058113,0.032050
0.021201,0.008791,0.020008,0.102792,0.056406,0.032100
0.021351,0.009105,0.019545,0.103654,0.054765,0.032150
0.021498,0.009422,0.019080,0.104470,0.053193,0.032200
0.021644,0.009743,0.018613,0.105237,0.051692,0.032250
0.021789,0.010066,0.018145,0.105955,0.050264,0.032300
0.021931,0.010393,0.017676,0.106623,0.048911,0.032350
0.022072,0.010723,0.017206,0.107238,0.047636,0.032400
0.022211,0.011055,0.016734,0.107799,0.046440,0.032450
0.022348,0.011390,0.016262,0.108306,0.045324,0.032500
0.022484,0.011727,0.015789,0.108758,0.044291,0.032550
0.022618,0.012066,0.015316,0.109152,0.043342,0.032600
0.022750,0.012408,0.014842,0.109488,0.042479,0.032650
0.022881,0.012751,0.014368,0.109766,0.041703,0.032700
0.023010,0.013096,0.013893,0.109984,0.041015,0.032750
0.023138,0.013443,0.013418,0.110142,0.040417,0.032800
0.023265,0.013791,0.012944,0.110239,0.039908,0.032850
0.023390,0.014141,0.012469,0.110275,0.039491,0.032900
0.023513,0.014492,0.011995,0.110249,0.039166,0.032950
0.023636,0.014843,0.011521,0.110160,0.038933,0.033000
0.023757,0.015196,0.011048,0.110010,0.038793,0.033050
0.023876,0.015549,0.010575,0.109796,0.038746,0.033100
0.023995,0.015903,0.010103,0.109520,0.038793,0.033150
0.024112,0.016257,0.009632,0.109181,0.038934,0.033200
0.024228,0.016611,0.009161,0.108780,0.039168,0.033250
0.024342,0.016965,0.008692,0.108316,0.039495,0.033300
0.024456,0.017319,0.008225,0.107790,0.039916,0.033350
0.024569,0.017673,0.007758,0.107202,0.040429,0.033400
0.024680,0.018026,0.007293,0.106554,0.041034,0.033450
0.024791,0.018379,0.006830,0.105844,0.041730,0.033500
0.024901,0.018731,0.006368,0.105075,0.042517,0.033550
0.025009,0.019082,0.005909,0.104246,0.043393,0.033600
0.025117,0.019432,0.005451,0.103359,0.044358,0.033650
0.025224,0.019781,0.004995,0.102415,0.045411,0.033700
0.025330,0.020128,0.004542,0.101414,0.046549,0.033750
0.025436,0.020474,0.004091,0.100358,0.047771,0.033800
0.025540,0.020817,0.003642,0.099248,0.049076,0.033850
0.025644,0.021160,0.003196,0.098086,0.050463,0.033900
0.025747,0.021500,0.002753,0.096871,0.051929,0.033950
0.025850,0.021838,0.002312,0.095607,0.053472,0.034000
0.025952,0.022173,0.001875,0.094295,0.055091,0.034050
0.026053,0.022506,0.001440,0.092936,0.056783,0.034100
0.026154,0.022837,0.001009,0.091531,0.058546,0.034150
0.026255,0.023164,0.000581,0.090083,0.060377,0.034200
0.026355,0.023489,0.000156,0.088594,0.062275,0.034250
0.026454,0.023811,-0.000265,0.087065,0.064237,0.034300
0.026553,0.024129,-0.000682,0.085498,0.066260,0.034350
0.026652,0.024444,-0.001096,0.083895,0.068341,0.034400
0.026750,0.024756,-0.001506,0.082258,0.070478,0.034450
0.026848,0.025063,-0.001912,0.080590,0.072668,0.034500
0.026946,0.025367,-0.002314,0.078892,0.074907,0.034550
0.027044,0.025668,-0.002711,0.077168,0.077193,0.034600
0.027141,0.025964,-0.003105,0.075417,0.079524,0.034650
0.027238,0.026256,-0.003494,0.073645,0.081895,0.034700
0.027335,0.026543,-0.003878,0.071851,0.084303,0.034750
0.027432,0.026826,-0.004258,0.070040,0.086746,0.034800
0.027529,0.027105,-0.004634,0.068213,0.089220,0.034850
0.027626,0.027378,-0.005004,0.066372,0.091722,0.034900
0.027723,0.027647,-0.005370,0.064520,0.094248,0.034950
0.027819,0.027911,-0.005731,0.062660,0.096796,0.035000
0.027916,0.028170,-0.006086,0.060794,0.099361,0.035050
0.028013,0.028424,-0.006437,0.058924,0.101941,0.035100
0.028110,0.028672,-0.006782,0.057053,0.104532,0.035150
0.028207,0.028915,-0.007122,0.055184,0.107130,0.035200
0.028304,0.029153,-0.007456,0.053318,0.109733,0.035250
0.028401,0.029385,-0.007785,0.051458,0.112337,0.035300
0.028498,0.029611,-0.008109,0.049607,0.114938,0.035350
0.028596,0.029831,-0.008426,0.047767,0.117533,0.035400
0.028693,0.030045,-0.008738,0.045940,0.120118,0.035450
0.028791,0.030253,-0.009044,0.044129,0.122692,0.035500
0.028889,0.030455,-0.009345,0.042337,0.125249,0.035550
0.028987,0.030651,-0.009639,0.040565,0.127787,0.035600
0.029086,0.030841,-0.009927,0.038816,0.130303,0.035650
0.029185,0.031024,-0.010209,0.037091,0.132794,0.035700
0.029284,0.031201,-0.010485,0.035395,0.135256,0.035750
0.029383,0.031371,-0.010754,0.033727,0.137686,0.035800
0.029483,0.031534,-0.011017,0.032091,0.140081,0.035850
0.029583,0.031691,-0.011274,0.030489,0.142439,0.035900
0.029683,0.031841,-0.011524,0.028923,0.144757,0.035950
0.029784,0.031984,-0.011768,0.027394,0.147031,0.036000
0.029885,0.032120,-0.012005,0.025905,0.149259,0.036050
0.029986,0.032249,-0.012236,0.024457,0.151439,0.036100
0.030088,0.032371,-0.012459,0.023053,0.153567,0.036150
0.030190,0.032486,-0.012676,0.021693,0.155642,0.036200
0.030292,0.032594,-0.012887,0.020380,0.157660,0.036250
0.030395,0.032695,-0.013090,0.019114,0.159621,0.036300
0.030498,0.032788,-0.013287,0.017899,0.161521,0.036350
0.030601,0.032875,-0.013476,0.016734,0.163358,0.036400
0.030705,0.032954,-0.013659,0.015622,0.165131,0.036450
0.030809,0.033025,-0.013834,0.014563,0.166838,0.036500
0.030914,0.033089,-0.014003,0.013560,0.168476,0.036550
0.031018,0.033146,-0.014164,0.012611,0.170045,0.036600
0.031123,0.033195,-0.014319,0.011720,0.171543,0.036650
0.031229,0.033237,-0.014466,0.010886,0.172967,0.036700
0.031334,0.033271,-0.014606,0.010111,0.174318,0.036750
0.031440,0.033298,-0.014738,0.009395,0.175594,0.036800
0.031547,0.033317,-0.014864,0.008739,0.176794,0.036850
0.031653,0.033329,-0.014982,0.008144,0.177916,0.036900
0.031760,0.033333,-0.015093,0.007609,0.178961,0.036950
0.031867,0.033330,-0.015197,0.007136,0.179927,0.037000
0.031974,0.033319,-0.015293,0.006724,0.180814,0.037050
0.032081,0.033301,-0.015382,0.006373,0.181622,0.037100
0.032189,0.033275,-0.015464,0.006085,0.182350,0.037150
0.032297,0.033242,-0.015539,0.005858,0.182997,0.037200
0.032405,0.033201,-0.015606,0.005692,0.183565,0.037250
0.032513,0.033153,-0.015665,0.005588,0.184053,0.037300
0.032621,0.033097,-0.015718,0.005545,0.184461,0.037350
0.032729,0.033034,-0.015763,0.005563,0.184790,0.037400
0.032837,0.032963,-0.015800,0.005641,0.185039,0.037450
0.032946,0.032885,-0.015831,0.005779,0.185210,0.037500
0.033054,0.032800,-0.015854,0.005975,0.185304,0.037550
0.033162,0.032707,-0.015869,0.006230,0.185320,0.037600
0.033270,0.032608,-0.015878,0.006542,0.185261,0.037650
0.033378,0.032501,-0.015879,0.006911,0.185126,0.037700
0.033486,0.032386,-0.015873,0.007336,0.184918,0.037750
0.033594,0.032265,-0.015859,0.007814,0.184636,0.037800
0.033701,0.032137,-0.015838,0.008347,0.184284,0.037850
0.033809,0.032002,-0.015810,0.008931,0.183861,0.037900
0.033916,0.031859,-0.015775,0.009566,0.183371,0.037950
0.034022,0.031710,-0.015733,0.010250,0.182813,0.038000
0.034129,0.031555,-0.015683,0.010983,0.182191,0.038050
0.034235,0.031392,-0.015627,0.011762,0.181505,0.038100
0.034340,0.031223,-0.015563,0.012586,0.180758,0.038150
0.034445,0.031047,-0.015492,0.013453,0.179952,0.038200
0.034550,0.030865,-0.015415,0.014362,0.179089,0.038250
0.034654,0.030676,-0.015330,0.015311,0.178170,0.038300
0.034757,0.030481,-0.015238,0.016298,0.177199,0.038350
0.034860,0.030280,-0.015140,0.017322,0.176177,0.038400
0.034962,0.030072,-0.015034,0.018380,0.175107,0.038450
0.035064,0.029859,-0.014922,0.019470,0.173991,0.038500
0.035164,0.029639,-0.014803,0.020591,0.172831,0.038550
0.035264,0.029414,-0.014678,0.021741,0.171630,0.038600
0.035363,0.029183,-0.014546,0.022918,0.170391,0.038650
0.035461,0.028946,-0.014407,0.024119,0.169116,0.038700
0.035558,0.028704,-0.014261,0.025343,0.167808,0.038750
0.035654,0.028456,-0.014110,0.026588,0.166469,0.038800
0.035748,0.028203,-0.013951,0.027851,0.165102,0.038850
0.035842,0.027945,-0.013787,0.029130,0.163709,0.038900
0.035935,0.027681,-0.013616,0.030424,0.162294,0.038950
0.036026,0.027413,-0.013439,0.031730,0.160859,0.039000
0.036116,0.027140,-0.013256,0.033046,0.159406,0.039050
0.036204,0.026862,-0.013067,0.034369,0.157939,0.039100
0.036292,0.026580,-0.012871,0.035699,0.156459,0.039150
0.036377,0.026293,-0.012670,0.037033,0.154971,0.039200
0.036462,0.026001,-0.012463,0.038368,0.153476,0.039250
0.036544,0.025706,-0.012250,0.039703,0.151976,0.039300
0.036625,0.025406,-0.012031,0.041036,0.150475,0.039350
0.036705,0.025103,-0.011807,0.042364,0.148976,0.039400
0.036782,0.024795,-0.011577,0.043686,0.147480,0.039450
0.036858,0.024484,-0.011342,0.044999,0.145990,0.039500
0.036932,0.024169,-0.011101,0.046303,0.144509,0.039550
0.037004,0.023851,-0.010855,0.047594,0.143040,0.039600
0.037074,0.023530,-0.010604,0.048872,0.141583,0.039650
0.037142,0.023206,-0.010348,0.050134,0.140143,0.039700
0.037208,0.022879,-0.010086,0.051378,0.138720,0.039750
0.037272,0.022549,-0.009820,0.052603,0.137318,0.039800
0.037333,0.022216,-0.009549,0.053808,0.135938,0.039850
0.037392,0.021881,-0.009273,0.054990,0.134582,0.039900
0.037449,0.021543,-0.008992,0.056148,0.133253,0.039950
0.037504,0.021203,-0.008707,0.057282,0.131952,0.040000
0.037556,0.020861,-0.008417,0.058388,0.130682,0.040050
0.037605,0.020518,-0.008123,0.059466,0.129443,0.040100
0.037652,0.020172,-0.007824,0.060515,0.128238,0.040150
0.037696,0.019825,-0.007521,0.061533,0.127068,0.040200
0.037738,0.019477,-0.007215,0.062520,0.125934,0.040250
0.037777,0.019127,-0.006904,0.063474,0.124839,0.040300
0.037813,0.018776,-0.006589,0.064394,0.123783,0.040350
0.037846,0.018424,-0.006270,0.065280,0.122767,0.040400
0.037877,0.018071,-0.005948,0.066130,0.121793,0.040450
0.037904,0.017718,-0.005622,0.066944,0.120862,0.040500
0.037928,0.017364,-0.005293,0.067721,0.119974,0.040550
0.037949,0.017010,-0.004960,0.068460,0.119131,0.040600
0.037967,0.016656,-0.004623,0.069161,0.118333,0.040650
0.037982,0.016302,-0.004284,0.069824,0.117580,0.040700
0.037994,0.015948,-0.003942,0.070448,0.116873,0.040750
0.038002,0.015594,-0.003596,0.071033,0.116214,0.040800
0.038007,0.015241,-0.003248,0.071578,0.115601,0.040850
0.038008,0.014888,-0.002896,0.072084,0.115035,0.040900
0.038006,0.014537,-0.002543,0.072550,0.114516,0.040950
0.038000,0.014186,-0.002186,0.072976,0.114044,0.041000
0.037991,0.013836,-0.001827,0.073364,0.113620,0.041050
0.037978,0.013488,-0.001466,0.073712,0.113242,0.041100
0.037962,0.013141,-0.001103,0.074021,0.112911,0.041150
0.037942,0.012795,-0.000737,0.074291,0.112625,0.041200
0.037918,0.012452,-0.000369,0.074523,0.112386,0.041250
